user_id,visit_start_time,session_duration,delivery_pickup,bounce_rate,total_sessions,user_type,visited_partners,step_1,step_2,step_3
1fb42a882f576c05f226ad3bf313caa1,2019-07-22 06:12:57 UTC,0,not_stated,1,1,new,0,0,0,0
7b2eb4009b25b2b02589b8b60fd8a3e3,2019-07-22 08:04:27 UTC,0,not_stated,1,1,old,0,0,0,0
39f4448e01e3126a9b35b32ae5b36bbe,2019-07-22 13:39:54 UTC,0,not_stated,1,1,old,0,0,0,0
12beb8d6d22fc4d1000b4cd0469f7dec,2019-07-22 14:54:17 UTC,0,not_stated,1,1,old,0,0,0,0
a2f10e983bdf1c5fbb04e3d89a4f5396,2019-07-22 18:21:49 UTC,0,not_stated,1,1,old,0,0,0,0
7893129d32e1f1c69ff63acae39a4d02,2019-07-22 04:45:48 UTC,0,not_stated,1,1,old,0,0,0,0
a8313f297969b9081f6a723573c0ab57,2019-07-22 05:50:16 UTC,0,not_stated,1,1,old,0,0,0,0
b6180913d315cfc3b7d13a77443ad567,2019-07-22 07:54:39 UTC,0,not_stated,1,1,new,0,0,0,0
ba8287463dcbbe4a1dd82ecbbc6519ed,2019-07-22 10:55:03 UTC,0,not_stated,1,1,old,0,0,0,0
cd17310175f2634e9fd9284493228ec1,2019-07-22 11:49:21 UTC,0,not_stated,1,1,new,0,0,0,0
7d3079b20dea8d50cc413e9156cdf8c7,2019-07-22 09:35:18 UTC,0,not_stated,1,1,old,0,0,0,0
4857b9d7e4dec51d02e51e0215f18d60,2019-07-22 10:14:43 UTC,0,not_stated,1,1,old,0,0,0,0
8a96949f1065defc9c2693d3ce2e2f27,2019-07-22 11:34:08 UTC,0,not_stated,1,1,old,0,0,0,0
a1b75571bb8ef27553cdeafa6e2cd305,2019-07-22 18:22:04 UTC,0,not_stated,1,1,old,0,0,0,0
d7d592ccb587c87b3126e0a1af1b7d80,2019-07-22 08:27:24 UTC,0,not_stated,1,1,old,0,0,0,0
0d02c7226b65775329b85e26c56b8c85,2019-07-22 16:44:56 UTC,0,not_stated,1,1,old,0,0,0,0
1dae0cefa8eb59944895912384782b9e,2019-07-22 06:03:23 UTC,0,not_stated,1,1,old,0,0,0,0
3282f2e651eb4fdfaf01447a8ebf6be2,2019-07-22 10:33:54 UTC,0,not_stated,1,1,old,0,0,0,0
8884dbd89ccb86b1edc8980c5560fc0f,2019-07-22 06:11:02 UTC,0,not_stated,1,1,old,0,0,0,0
b035be9105f4c530b4e36d966f248bac,2019-07-22 13:09:18 UTC,0,not_stated,1,1,old,0,0,0,0
af1e047421b95afaf3e5f9e59a494845,2019-07-22 09:21:32 UTC,0,not_stated,1,1,old,0,0,0,0
1eb877041f9e900669dc85a4cc9d1cb1,2019-07-22 15:30:03 UTC,0,not_stated,1,1,new,0,0,0,0
ac109435a8525376c52156f864fa4ea9,2019-07-21 23:52:39 UTC,0,not_stated,1,1,old,0,0,0,0
47fd463267dae946f55a91ee8a72efeb,2019-07-22 15:44:46 UTC,0,not_stated,1,1,old,0,0,0,0
6c7aa53147e1b9a0e017feb65045202c,2019-07-22 12:34:26 UTC,0,not_stated,1,1,old,0,0,0,0
cb5753aaf67c71f1fc1b6faa86389377,2019-07-22 17:30:35 UTC,0,not_stated,1,1,old,0,0,0,0
2c66ab55422f59aae8e221c4b3d83474,2019-07-22 18:02:33 UTC,0,not_stated,1,1,old,0,0,0,0
50526b17f4feae41f5d944a5021fda3b,2019-07-22 19:44:03 UTC,0,not_stated,1,1,new,0,0,0,0
ee1af24232c3a1807c3298ef46ad888c,2019-07-22 18:54:34 UTC,0,not_stated,1,1,old,0,0,0,0
aab013a355c74fca2f7cf9faec939308,2019-07-22 20:19:04 UTC,0,not_stated,1,1,old,0,0,0,0
df5a52bb1cbf0e0bf6c7fdb9936ff295,2019-07-22 12:30:05 UTC,0,not_stated,1,1,old,0,0,0,0
31988f92288cbd3f7ac37b4b8578ebbb,2019-07-22 13:38:33 UTC,0,not_stated,1,1,old,0,0,0,0
3568cb8004e32c3bdce6f95d68134e73,2019-07-22 14:45:15 UTC,0,not_stated,1,1,old,0,0,0,0
8def5fac1505cfb33cbe9e7e3db7e0d8,2019-07-22 04:40:57 UTC,0,not_stated,1,1,old,0,0,0,0
9adb88da1d3220441feb548f7e7410e5,2019-07-22 11:06:13 UTC,0,not_stated,1,1,old,0,0,0,0
5cb36b4f2968098341db1b88bc60b72f,2019-07-22 07:26:41 UTC,0,not_stated,1,1,new,0,0,0,0
0b16ee79e298feea0164c71ceccf57f0,2019-07-22 17:23:34 UTC,0,not_stated,1,1,old,0,0,0,0
04055795259b48d1e6fba8ab3507b8a3,2019-07-22 08:46:07 UTC,0,not_stated,1,1,old,0,0,0,0
04055795259b48d1e6fba8ab3507b8a3,2019-07-22 10:39:44 UTC,0,not_stated,1,1,old,0,0,0,0
a9781d01ea451f8568e7ea7cd762275f,2019-07-22 19:43:29 UTC,0,not_stated,1,1,old,0,0,0,0
e7a994a8bde2088ba766c52bd3889549,2019-07-22 09:17:08 UTC,0,not_stated,1,1,old,0,0,0,0
6f03f400e7ef8bdeb28a23a82f0eb968,2019-07-22 08:20:20 UTC,0,not_stated,1,1,old,0,0,0,0
6e52a5ee78424e8ba97894099d4150bc,2019-07-22 16:58:18 UTC,0,not_stated,1,1,old,0,0,0,0
66b991211698806133c7a266dabb7648,2019-07-22 13:45:34 UTC,0,not_stated,1,1,old,0,0,0,0
c48b87646a74dc336cfd170dac0a95ac,2019-07-22 14:51:25 UTC,0,not_stated,1,1,old,0,0,0,0
44f30f3c6dfe195735f9cfc4bfc399aa,2019-07-22 03:53:26 UTC,0,not_stated,1,1,old,0,0,0,0
28e55fa9f486a8728a3d1a630f516792,2019-07-22 06:04:46 UTC,0,not_stated,1,1,old,0,0,0,0
b66f6c98a8c67894b75914e0b998bec4,2019-07-22 05:01:10 UTC,0,not_stated,1,1,old,0,0,0,0
b7d1cac726a85d2984fd6fd91c557c27,2019-07-22 11:07:16 UTC,0,not_stated,1,1,old,0,0,0,0
30885a675b6b643e7feb834f8863c797,2019-07-21 23:53:36 UTC,0,not_stated,1,1,old,0,0,0,0
52ddb48df6807cf78aacc4cf0d427002,2019-07-22 13:01:13 UTC,0,not_stated,1,1,old,0,0,0,0
